Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-04-05,-0.0024923705312281,-0.0614456691423435,0.0066616286616207,-0.9573149609040044,-0.6314833516544431
2023-04-06,0.0035791630944272,-0.1213023119843146,0.009209142255894,-0.0498434743396568,-1.1474659256318291
2023-04-10,0.0009963029974375,-0.0180801849318408,0.0090729274604021,-0.3683650703636802,0.1087755738631713
2023-04-11,-4.1352477946232646e-05,0.0707373709345289,0.0052771048345392,-0.4937471548030482,1.0445499271410266
2023-04-12,-0.0041348840520069,-0.0089229451447557,0.0116053028576999,-1.0267770467526929,-0.021168442640409
2023-04-13,0.0132626899936381,-0.0100547188091777,0.0124066606071224,1.520975615010562,0.0195047516885544
2023-04-14,-0.0020693734728036,-0.005811059920647,0.0121534921034768,-0.6116535482676763,0.0152141581679752
2023-04-17,0.0033061569029655,0.0099253570639512,0.0069218510581076,0.4194083798065747,0.6026966743215324
2023-04-18,0.0008552202959737,-0.0206414523784469,0.0070332333780335,0.0203535951531087,-0.0796900140433857
2023-04-19,-8.42619976980652e-05,0.0101565327542525,0.0067915482325464,-0.2891401628209445,0.5169281570404421
