Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-12-24,0.0110427592553921,-0.510831329593018,0.0098070292144752,0.9102134409977688,-1.3914918911291887
2024-12-26,-0.0004056587864739,0.6524417996040326,0.0070546482047523,0.0259040382767229,1.4678682169285937
2024-12-27,-0.0110557361012355,0.087821437547555,0.0123412002717213,-0.8143277717393206,0.051331636057315
2024-12-30,-0.0107019957017667,0.0866056253778155,0.0122044518986625,-0.6765370046299081,0.0210978516299474
2024-12-31,-0.0042848003949274,-0.0888079807762324,0.0103734579649192,-0.0934156188644922,-0.3321903381717205
2025-01-02,-0.0022238866412221,0.1576965492991513,0.0181078170082496,0.0623356960202828,0.2414589501134496
2025-01-03,0.0125960267214919,0.0126074087163967,0.0103044981184042,1.2912943316958398,-0.0786864484401737
2025-01-06,0.0055380450854503,0.3470580856969902,0.01023996198622,0.4140214102143345,0.6269357971640421
2025-01-07,-0.0111039128821078,-0.0855829413050695,0.0186735651431646,-1.1826117056692074,-0.2630168979714498
2025-01-08,0.0015603601909253,-0.0167333358421899,0.0090403987051043,0.2816267800597138,-0.2679645042427717
