Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-10-15,-0.0076094663324381,0.2917793860743698,0.011349833754992,-1.3517161111779472,2.4774724188119976
2024-10-16,0.0046791459565738,-0.106872018381709,0.0065733370994697,0.3343352394973366,-0.8501224450172323
2024-10-17,-0.0001711604789117,0.0036859394963701,0.0065425214567013,-0.3807132922220793,0.0095526651019313
2024-10-18,0.0039715527389487,-0.0303217519489886,0.0044576751383736,0.301670642315753,-0.2772657473784497
2024-10-21,-0.0018227694906369,0.0096370118151187,0.0072328586146395,-0.8388840523557679,0.0880002753836376
2024-10-22,-0.0004748538883844,-0.019057766193818,0.0071927323458054,-0.4475998558267638,-0.1980535061343364
2024-10-23,-0.0091913234280693,0.0570213759096132,0.0125711185844139,-1.6557577226366156,0.4756083830726768
2024-10-24,0.0021457720113238,0.0029383041059827,0.0056837230690382,0.2891670473636796,-0.1083675053747329
2024-10-25,-0.0002994471699301,-0.0117836992630601,0.0108344932157716,-0.0367870368396448,-0.2343891843434169
2024-10-28,0.0026514435020339,0.0542658684823835,0.0034071047424764,0.7073050507851426,0.2792562823300435
