Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-05-20,0.0009163899374069,-0.0441628564721138,0.0043225562570014,-0.3885380382422685,-0.4232659608746056
2024-05-21,0.0025018742439781,0.0707990994415368,0.0049925170768987,-0.0135792788552038,0.7903476235380006
2024-05-22,-0.0027061230392261,0.0504854952160427,0.0070318466677775,-1.1939204798402157,0.4822647866783147
2024-05-23,-0.0073807894850155,0.0058199229035671,0.0161595654099829,-1.6752625747872636,-0.0201032114926265
2024-05-24,0.0070010425881694,-0.2232860923318654,0.0063011192358879,1.0107309184720128,-1.7610804941718192
2024-05-28,0.000248801852934,0.2482207678563703,0.0066314614817966,-0.2564234097150236,1.8853595110102368
2024-05-29,-0.0073670465096804,-0.0529889058893148,0.0037185899808962,-1.3160407581171407,-0.245927702727745
2024-05-30,-0.0059750355854433,0.0748715783547955,0.0072978040574814,-0.9899726215042964,0.6275526779453999
2024-05-31,0.0080278762048646,0.4238062193126022,0.0170753781708847,1.523848765759543,2.091563314007629
2024-06-03,0.0011160825806737,-0.2556923099559328,0.0129510693536228,0.2686452514841491,-1.4165270068043485
